file,./blueWhale,./brownBear,./carp,./cat,./chimpanzee,./cow,./echidna,./finWhale,./gibbon,./gorilla,./graySeal,./harborSeal,./horse,./human,./mouse,./opossum,./orangutan,./pigmyChimpanzee,./platypus,./polarBear,./rat,./sumatranOrangutan,./wallaroo,./whiteRhinoceros
./blueWhale,0.012385223147554986,,,,,,,,,,,,,,,,,,,,,,,
./brownBear,0.7497355616670193,0.012269938650306749,,,,,,,,,,,,,,,,,,,,,,
./carp,0.9100105374077977,0.9203371970495258,0.011801896733403582,,,,,,,,,,,,,,,,,,,,,
./cat,0.7317124735729387,0.6642706131078224,0.9060063224446786,0.011627906976744186,,,,,,,,,,,,,,,,,,,,
./chimpanzee,0.8188220230473752,0.8766659614977788,0.9237091675447839,0.8513742071881607,0.012163892445582587,,,,,,,,,,,,,,,,,,,
./cow,0.6483023702754644,0.7848529722868627,0.9081138040042149,0.7215644820295983,0.8237302603499786,0.012061167348696963,,,,,,,,,,,,,,,,,,
./echidna,0.8816997651078369,0.9105140681193146,0.9287671232876712,0.900845665961945,0.9029022620571916,0.8914494938617273,0.011845789360327375,,,,,,,,,,,,,,,,,
./finWhale,0.2669509594882729,0.7770255976306325,0.9165437302423604,0.7572938689217759,0.868230277185501,0.6756929637526653,0.8968017057569296,0.012153518123667377,,,,,,,,,,,,,,,,
./gibbon,0.8524659863945578,0.8830124814893167,0.9249736564805058,0.8331923890063425,0.5491071428571429,0.8497023809523809,0.9177295918367347,0.8460884353741497,0.01211734693877551,,,,,,,,,,,,,,,
./gorilla,0.8453982489856929,0.8631267188491644,0.9281348788198103,0.872938689217759,0.391378574477166,0.857663451232583,0.9118971061093247,0.8752665245202559,0.5724914965986394,0.012218649517684888,,,,,,,,,,,,,,
./graySeal,0.7179596174282677,0.5921303152104929,0.9053740779768177,0.645877378435518,0.8269925611052072,0.7234856535600425,0.8828905419766206,0.7451647183846971,0.8369819341126461,0.8284803400637619,0.011902231668437832,,,,,,,,,,,,,
./harborSeal,0.7292372881355932,0.5701290459064946,0.9081138040042149,0.6581395348837209,0.8273305084745762,0.6978813559322034,0.888771186440678,0.7197033898305085,0.8298728813559322,0.8427966101694915,0.16483050847457628,0.01228813559322034,,,,,,,,,,,,
./horse,0.6839632714072176,0.7241379310344828,0.917386722866175,0.6801268498942917,0.8497652582159625,0.7210098416773641,0.899443731279418,0.6865671641791045,0.8388605442176871,0.8596491228070176,0.7164718384697131,0.6864406779661016,0.01198117244330338,,,,,,,,,,,
./human,0.7971168115327538,0.8690501375079331,0.9060063224446786,0.8636363636363636,0.31672673309306765,0.8373966504133984,0.8946364214543142,0.8399406402374391,0.5344498622005512,0.37417850328598684,0.8412126351494594,0.839406779661017,0.7954208183167267,0.011871952512189952,,,,,,,,,,
./mouse,0.8148622677770659,0.8426063042098583,0.9032665964172814,0.8046511627906977,0.8674775928297055,0.8173594658625889,0.8589274176179195,0.8599147121535181,0.845875850340136,0.8557341907824223,0.8116896918172157,0.801906779661017,0.7894736842105263,0.8789484842060632,0.012351029252437704,,,,,,,,,
./opossum,0.8613061050840247,0.8787814681616247,0.9043203371970495,0.8735729386892177,0.9025739204424591,0.8621569878749202,0.8787492022973835,0.8821527334609658,0.9024234693877551,0.9074664964901085,0.8631243358129649,0.8766949152542373,0.868325888108913,0.909688361246555,0.8417358008934269,0.011274196979366092,,,,,,,,
./orangutan,0.8449711723254324,0.8836471334884705,0.9163329820864068,0.8522198731501057,0.5149381135296628,0.8509036144578314,0.9089931153184165,0.8498933901918977,0.5669642857142857,0.5061093247588424,0.8482465462274177,0.8260593220338983,0.8774069319640565,0.49120203519185923,0.8577882960413081,0.9081046585832802,0.012263339070567987,,,,,,,
