file,./a.txt,./ab.txt,./abc.txt,./abcd.txt,./abce.txt,./abe.txt,./abfg.txt,./abhi.txt,./abhj.txt,./ac.txt,./acfg.txt,./c.txt,./d.txt,./e.txt,./f.txt,./g.txt,./h.txt,./hijk.txt,./i.txt,./ij.txt,./j.txt,./jk.txt
./a.txt,0.004798746449906963,,,,,,,,,,,,,,,,,,,,,
./ab.txt,0.9531877387131524,0.004138081237068496,,,,,,,,,,,,,,,,,,,,
./abc.txt,0.963274899618059,0.9413045845584231,0.004682195949900503,,,,,,,,,,,,,,,,,,,
./abcd.txt,0.9625893644109293,0.9398889251878471,0.9199344492567014,0.003907776475185619,,,,,,,,,,,,,,,,,,
./abce.txt,0.9616100284007443,0.9418490689317217,0.9207538335479339,0.9180474126943665,0.0036961509049197043,,,,,,,,,,,,,,,,,
./abe.txt,0.9526001371070414,0.9342262877055428,0.9325763783214327,0.9404549243777539,0.9188996070025008,0.004882696201024175,,,,,,,,,,,,,,,,
./abfg.txt,0.9613162275976888,0.9410867908091037,0.934215146903898,0.9345685410728168,0.9323222023961254,0.9358104084792188,0.004275719098211972,,,,,,,,,,,,,,,
./abhi.txt,0.9620996964058368,0.9414134814330829,0.9338639822076554,0.933698059137684,0.9330869232730054,0.9335476956055734,0.929644985747603,0.004033342296316214,,,,,,,,,,,,,,
./abhj.txt,0.9610224267946332,0.9415223783077425,0.935151586093878,0.9325257261951283,0.9320672954371655,0.9361676789329523,0.9304223892200052,0.9122075826835171,0.004493464052287581,,,,,,,,,,,,,
./ac.txt,0.9631769660170404,0.9588359788359788,0.9444444444444444,0.9477248677248677,0.9451851851851852,0.9571428571428572,0.9572486772486772,0.9592592592592593,0.9580952380952381,0.004867724867724868,,,,,,,,,,,,
./acfg.txt,0.9613162275976888,0.9530654470216705,0.9353856958913731,0.9358015457491897,0.9324358015457492,0.9491485054186019,0.9156070805285464,0.9503864372974321,0.9488905509847918,0.9384126984126984,0.003864372974320618,,,,,,,,,,,
./c.txt,0.974047595730095,0.9720259128386337,0.9620141342756183,0.9646643109540636,0.9620141342756183,0.9740871613663133,0.9737926972909305,0.9774244208873184,0.9738908519827247,0.958186101295642,0.9599528857479388,0.004613270514330585,,,,,,,,,,
./d.txt,0.9752470404070052,0.9754427159769102,0.9726054202132863,0.9651697485568926,0.9756383915468154,0.9746600136972899,0.9747578514822425,0.9767146071812934,0.9753448781919577,0.9710400156540456,0.9727032579982389,0.9751492026220526,0.004696213677722336,,,,,,,,,
./e.txt,0.9750415973377704,0.9746500929822844,0.9733777038269551,0.9774884995595576,0.9633943427620633,0.9606538122736615,0.9752373495155133,0.9792502691592444,0.97435646471567,0.9719095624938827,0.9749437212488989,0.9770969952040717,0.9722140690734762,0.004991680532445923,,,,,,,,
./f.txt,0.9640273704789833,0.9663734115347019,0.9674486803519061,0.9757575757575757,0.9709677419354839,0.9698924731182795,0.9593352883675464,0.9732160312805475,0.9723362658846529,0.9626588465298143,0.9547409579667644,0.9663734115347019,0.9605083088954056,0.9634408602150538,0.004789833822091887,,,,,,,
./g.txt,0.9754186661443541,0.9742358934169278,0.9720807210031348,0.9779584639498433,0.9739420062695925,0.9750195924764891,0.9622844827586207,0.9762931034482759,0.9739420062695925,0.9704153605015674,0.9600313479623824,0.9754114420062696,0.973779473632717,0.9724968190271117,0.9727272727272728,0.004506269592476489,,,,,,
./h.txt,0.9741455293311135,0.973343786750294,0.9718737749901999,0.97765582124657,0.9756958055664445,0.973735789886319,0.9741277930223442,0.9649157193257546,0.9638377107016857,0.970109760878087,0.9717757742061937,0.9767738141905136,0.9742686625574797,0.9744543408045414,0.9715542521994135,0.9749216300940439,0.004900039200313603,,,,,
./hijk.txt,0.9733620605229655,0.9688554938473266,0.9657029146669788,0.9696496027093917,0.9650777466224828,0.9659402167440753,0.9639803057786992,0.9294165098144662,0.9259259259259259,0.9681481481481482,0.9645973572675144,0.975068708284256,0.9733881224929067,0.9740628364490554,0.9711632453567938,0.9760971786833855,0.9617796942375539,0.004598021457433468,,,,
./i.txt,0.9751248653412986,0.9734469919655104,0.9729570840681951,0.9775622183029591,0.9749167156574564,0.9728591024887321,0.9740348814422889,0.9639427787575936,0.975896531452087,0.9698216735253772,0.9721732314324907,0.9760924946110131,0.9739751492026221,0.9742585886267985,0.9723362658846529,0.9767829153605015,0.9768763472467176,0.9657064471879286,0.004899078973153047,,,
./ij.txt,0.9755165997453726,0.9703800500925623,0.969860301396986,0.974920250797492,0.9720602793972061,0.970630293697063,0.970520294797052,0.959190408095919,0.9564404355956441,0.9670899470899471,0.967880321196788,0.9745779348252847,0.9722140690734762,0.97435646471567,0.9718475073313783,0.9740399686520376,0.9755978047824383,0.945990540094599,0.9626690182245737,0.004509954900450995,,
./j.txt,0.9646484375,0.96728515625,0.9681640625,0.97998046875,0.97568359375,0.96962890625,0.97197265625,0.9740234375,0.96171875,0.9642578125,0.971875,0.97080078125,0.9650390625,0.96396484375,0.9638671875,0.9697265625,0.96552734375,0.9634765625,0.9724609375,0.95244140625,0.00478515625,
./jk.txt,0.9731661933209285,0.9705978438418817,0.9681063122923588,0.9736434108527132,0.9712070874861573,0.9693244739756368,0.9697674418604652,0.972203765227021,0.9547065337763012,0.9682539682539683,0.9685492801771871,0.9751668629760503,0.9723119068584287,0.9725946951159832,0.9720430107526882,0.9745297805642633,0.975499803998432,0.9458471760797342,0.9744268077601411,0.9529204707952921,0.9587890625,0.004651162790697674
