file,./a.txt,./ab.txt,./abc.txt,./abcd.txt,./abce.txt,./abe.txt,./abfg.txt,./abhi.txt,./abhj.txt,./ac.txt,./acfg.txt,./c.txt,./d.txt,./e.txt,./f.txt,./g.txt,./h.txt,./hijk.txt,./i.txt,./ij.txt,./j.txt,./jk.txt
./a.txt,0.0008243500317057704,,,,,,,,,,,,,,,,,,,,,
./ab.txt,0.9833861762840838,0.0006523472420208268,,,,,,,,,,,,,,,,,,,,
./abc.txt,0.9834073134643838,0.964894053975694,0.0006709850576789078,,,,,,,,,,,,,,,,,,,
./abcd.txt,0.9833227647431833,0.9649906980115489,0.9451598750935508,0.0007763743318701664,,,,,,,,,,,,,,,,,,
./abce.txt,0.9833439019234834,0.9649665370025853,0.9452372964463599,0.9363074442354206,0.0007465704420319158,,,,,,,,,,,,,,,,,
./abe.txt,0.9833650391037836,0.9650148590205126,0.963013698630137,0.962810755961441,0.9463216641298833,0.0006341958396752917,,,,,,,,,,,,,,,,
./abfg.txt,0.9833439019234834,0.9649665370025853,0.9622183798291569,0.9578756685260797,0.9580769451952383,0.963115169964485,0.0006038300074759906,,,,,,,,,,,,,,,
./abhi.txt,0.9833861762840838,0.9649906980115489,0.9623474154171721,0.9601240343814601,0.9604232401262104,0.963115169964485,0.9602872375149603,0.0007344141007507344,,,,,,,,,,,,,,
./abhj.txt,0.9832804903825829,0.9647732489308753,0.9621667655939508,0.955955686941981,0.9543036675272965,0.962886859462202,0.9577894070964402,0.941981286040692,0.0007155523753227764,,,,,,,,,,,,,
./ac.txt,0.9834918621855845,0.9809369639276136,0.9648631014233585,0.9646939416640488,0.9647906043836544,0.980860781518088,0.9809091128778908,0.9807882844783838,0.9807157874386796,0.0007008047171407168,,,,,,,,,,,,
./acfg.txt,0.9833227647431833,0.9807919978738312,0.9622183798291569,0.9575776736699911,0.957893829218521,0.9797057331303907,0.9390394619607392,0.977994777499728,0.9767481964763027,0.9648147700635558,0.0006323110970597534,,,,,,,,,,,
./c.txt,0.9975480870851828,0.9974844096818518,0.9834901173237501,0.9833210020082443,0.9835112567381884,0.9974844096818518,0.997399852024099,0.9974421308529754,0.9974209914385371,0.9835958143959412,0.9834901173237501,0.0008032977486523623,,,,,,,,,,
./d.txt,0.9975269499048827,0.9974630021141649,0.997399577167019,0.9834038054968287,0.9974630021141649,0.9974630021141649,0.9974418604651163,0.9975264270613108,0.9973572938689218,0.9974841437632135,0.9973784355179705,0.9976746644117958,0.0008033826638477801,,,,,,,,,
./e.txt,0.9974637528004396,0.9974426174071099,0.9972946696538023,0.9972312634738133,0.9834721224161982,0.9836200701695058,0.9974637528004396,0.9974003466204506,0.9972735342604726,0.9974214820137802,0.9972735342604726,0.9976117005537473,0.9976751067337363,0.0008242803398571247,,,,,,,,
./f.txt,0.9974642887329896,0.9975065505874398,0.9973586340968642,0.997316372242414,0.9974854196602146,0.9975699433691151,0.9835178767644325,0.9974854196602146,0.9974008959513143,0.9974854196602146,0.983433353055532,0.9976122052235652,0.9976755980052404,0.9975699433691151,0.0009086298706787254,,,,,,,
./g.txt,0.9975058127245825,0.9975478279251665,0.9973575731952224,0.9972518761230313,0.9975478279251665,0.9975478279251665,0.9835958143959412,0.9974844096818518,0.9974209914385371,0.9975478279251665,0.9834689779093119,0.9976535249973576,0.9977169432406723,0.9976117005537473,0.9974854196602146,0.0008878554064052426,,,,,,
./h.txt,0.9975058127245825,0.9975264793556161,0.997378490940995,0.9973573497389061,0.9974841969514386,0.9974841969514386,0.9974207733451724,0.983636709583307,0.9834887211686857,0.9975053381535274,0.9973573497389061,0.9976535249973576,0.9977590325785924,0.997569429767088,0.9974431578057645,0.9976746644117958,0.0008033656793725292,,,,,
./hijk.txt,0.9972310293806806,0.9966899417719683,0.996283775065163,0.9958923859525041,0.996164413372868,0.9965246067985793,0.9960828051467588,0.9602600369927102,0.9603384021109328,0.9966651361736062,0.996028399662686,0.9974209914385371,0.9973784355179705,0.9972946696538023,0.9972318485335137,0.9973787126096607,0.9834252975624194,0.0006256630668371372,,,,
./i.txt,0.9974846755442824,0.9974212094950221,0.9973577966137521,0.9972732461053923,0.9974423471221121,0.997484622376292,0.9974423471221121,0.9835337884969033,0.9973789342408421,0.9974634847492021,0.9973577966137521,0.9976748610201018,0.9976748610201018,0.9975271589804287,0.9974431578057645,0.9976748610201018,0.997526897630472,0.9834703756156334,0.0008243674565093323,,,
./ij.txt,0.9973367152821814,0.9968842165350585,0.9966701550756351,0.9966225858624298,0.9968128627152507,0.996789078108648,0.9968128627152507,0.9811150223575302,0.9809960993245171,0.996789078108648,0.9965750166492247,0.9974844096818518,0.9975475687103594,0.9974426174071099,0.997316372242414,0.9974844096818518,0.9974630557493499,0.9653933973932071,0.9835337884969033,0.000689753591475597,,
./j.txt,0.9975271067148563,0.9975482425549004,0.9974002916745927,0.9972946124743728,0.9974002916745927,0.9975059708748124,0.9974214275146366,0.9974848350347685,0.983619723965929,0.9974636991947244,0.9973791558345486,0.997738465115296,0.99775960095534,0.9976117005537473,0.9975065505874398,0.9976750575951642,0.9976961934352081,0.9835140447657092,0.9976116500750323,0.9837042673261048,0.0009088411218903896,
./jk.txt,0.9974001268230818,0.9970243587377745,0.9968859568186013,0.9967936888724857,0.9970243587377745,0.9970012917512456,0.9969782247647168,0.996932090791659,0.9817078796825983,0.9970243587377745,0.9968859568186013,0.9975055490962901,0.9975687103594081,0.9974637528004396,0.9973797650240892,0.9975478279251665,0.997547620557705,0.9665759365196531,0.9974634847492021,0.9819846835209448,0.983661995646017,0.0007150765823952759
