file,./blueWhale,./brownBear,./carp,./cat,./chimpanzee,./cow,./echidna,./finWhale,./gibbon,./gorilla,./graySeal,./harborSeal,./horse,./human,./mouse,./opossum,./orangutan,./pigmyChimpanzee,./platypus,./polarBear,./rat,./sumatranOrangutan,./wallaroo,./whiteRhinoceros
./blueWhale,0.012189905902480752,,,,,,,,,,,,,,,,,,,,,,,
./brownBear,0.6999788717515318,0.012043101626875132,,,,,,,,,,,,,,,,,,,,,,
./carp,0.9063820794590025,0.9110500739488696,0.011834319526627219,,,,,,,,,,,,,,,,,,,,,
./cat,0.6651162790697674,0.5939150644411578,0.8839814032121724,0.011627906976744186,,,,,,,,,,,,,,,,,,,,
./chimpanzee,0.7800042634832658,0.8132262835410945,0.9241335587489433,0.8086680761099366,0.012150927307610318,,,,,,,,,,,,,,,,,,,
./cow,0.605218135158255,0.7242763574899641,0.8837700760777684,0.6348837209302326,0.7742485610743978,0.01204560120456012,,,,,,,,,,,,,,,,,,
./echidna,0.8629170230966638,0.8806253961546587,0.9245562130177515,0.8608879492600423,0.8652739287998295,0.8496450849645085,0.012058570198105082,,,,,,,,,,,,,,,,,
./finWhale,0.25207933461292387,0.7291358546376505,0.9139898562975486,0.7190274841437632,0.7989767640162012,0.6269993602047345,0.8756664534015781,0.01215611004478567,,,,,,,,,,,,,,,,
./gibbon,0.8366695059625213,0.8645679273188253,0.9167371090448013,0.8116279069767441,0.5110732538330494,0.8111158432708688,0.893313458262351,0.830068143100511,0.012350936967632026,,,,,,,,,,,,,,,
./gorilla,0.8011120615911035,0.8244242552292415,0.930050718512257,0.8325581395348837,0.3523768919206992,0.7906477906477907,0.8978978978978979,0.834719556408616,0.5104344122657581,0.012226512226512226,,,,,,,,,,,,,,
./graySeal,0.6807062327164433,0.55334882738221,0.907861369399831,0.6211416490486258,0.8108912997234631,0.6694320357370772,0.8661986811316741,0.6958094022548394,0.8123803446075303,0.7994043820463731,0.012125079770261647,,,,,,,,,,,,,
./harborSeal,0.6563032367972743,0.542573420663427,0.9025781910397295,0.5801268498942918,0.7817291311754685,0.6439522998296422,0.8622231686541738,0.6805792163543442,0.811328790459966,0.8138841567291312,0.15145713677940864,0.012350936967632026,,,,,,,,,,,,
./horse,0.6473481608212147,0.6636382843862244,0.9127218934911243,0.6215644820295984,0.8113408654871029,0.6459893048128342,0.8671657754010695,0.6572830027724461,0.7798126064735945,0.8211764705882353,0.6532652627100617,0.6284071550255537,0.011764705882352941,,,,,,,,,,,
./human,0.7778248887004452,0.840904289034439,0.8983516483516484,0.8243128964059196,0.3027347890608438,0.7943608225567098,0.8897604409582361,0.8060207759168964,0.5092219631121475,0.35276658893364427,0.8087767648929405,0.8138647445410219,0.7761288954844181,0.011871952512189952,,,,,,,,,,
./mouse,0.7715996578272027,0.7906190576801183,0.8829247675401521,0.7733615221987316,0.8057983372415263,0.7543557754355775,0.8249354005167958,0.8106206014075495,0.8128194207836457,0.8071643071643072,0.7696234843650287,0.7749148211243612,0.7454545454545455,0.8393046427814289,0.012375162831089883,,,,,,,,,
./opossum,0.8424628450106157,0.8278047749841538,0.8968723584108199,0.8067653276955603,0.8949044585987261,0.8248407643312102,0.8424628450106157,0.8367303609341826,0.8959660297239915,0.8955414012738854,0.8182590233545648,0.8416135881104034,0.8348195329087049,0.8927284290862837,0.8290870488322718,0.011252653927813163,,,,,,,,
./orangutan,0.7998289136013687,0.8320304246777942,0.9137785291631445,0.8160676532769556,0.4745256874866766,0.8216204599183322,0.8981302385557705,0.801236937513329,0.5342844974446337,0.47082797082797084,0.8064241650712615,0.8043015332197615,0.825668449197861,0.4685181259274963,0.8506339995701698,0.8857749469214438,0.012250161186331399,,,,,,,
./pigmyChimpanzee,0.7868572647749094,0.7990703570673992,0.9175824175824175,0.8063424947145877,0.168833937326796,0.7847237038617453,0.8824407936846597,0.8313073149925357,0.49723168654173766,0.34734371666311076,0.7949372473941715,0.7689522998296422,0.7921911670578194,0.29404282382870467,0.8395562193300619,0.8842887473460722,0.48325154683166205,0.012374653296351611,,,,,,
./platypus,0.840793918918919,0.8627533783783784,0.9201858108108109,0.8752111486486487,0.8944256756756757,0.8433277027027027,0.5593327702702703,0.855785472972973,0.9127956081081081,0.9016047297297297,0.8553631756756757,0.8524070945945946,0.871410472972973,0.8887246621621622,0.8559966216216216,0.840793918918919,0.8997043918918919,0.8984375,0.011824324324324325,,,,,
./polarBear,0.708113804004215,0.10073761854583772,0.9072708113804004,0.6377239199157008,0.8208640674394099,0.7140147523709167,0.8729188619599578,0.7175974710221286,0.8448893572181243,0.8090621707060063,0.5654373024236038,0.5679662802950474,0.6798735511064278,0.8227608008429926,0.8113804004214963,0.8410958904109589,0.8168598524762908,0.821917808219178,0.8743940990516333,0.012012644889357217,,,,
./rat,0.7904191616766467,0.8210437354743292,0.9127218934911243,0.7486257928118393,0.8107013429972287,0.7805979780597978,0.8344099913867356,0.7986777564512689,0.8219761499148212,0.8359073359073359,0.778770474367156,0.770655877342419,0.746096256684492,0.8123807504769981,0.55320526656594,0.8265392781316349,0.8319363851278745,0.8352890975037337,0.8574746621621622,0.7978925184404636,0.01208720051802288,,,
./sumatranOrangutan,0.7896986535584527,0.8121698711176843,0.9019442096365173,0.7964059196617336,0.4815604348752931,0.7888437700363325,0.8585167770891216,0.7927063339731286,0.5223594548551959,0.4639880316306903,0.7949372473941715,0.793015332197615,0.7749519128018807,0.4488022047911808,0.84633468689891,0.8902335456475584,0.24492412908741185,0.47749093236611906,0.8950591216216216,0.8,0.8300918999786279,0.012182090190211584,,
./wallaroo,0.7997483749213672,0.828475571398616,0.8832040260012581,0.7871671209897253,0.8697840218075068,0.7986999370937303,0.8565737051792829,0.8387502621094569,0.8507024533445167,0.8609771440553575,0.7903124344726358,0.7791989934996855,0.7867477458586706,0.8500733906479345,0.7970224365695114,0.6783392744810233,0.8620255818829944,0.8551058922205913,0.8299433843573076,0.823862444957014,0.823862444957014,0.8645418326693227,0.011742503669532396,
./whiteRhinoceros,0.6415900833511434,0.6325797591379675,0.9222316145393068,0.6446088794926004,0.7863994883820081,0.6486428724086343,0.8741184013678136,0.6600554489230113,0.7840715502555367,0.7794400512930113,0.6234843650287173,0.6260647359454855,0.516135926480017,0.7833368666525334,0.7988886514212439,0.8503184713375797,0.8174823680273563,0.7906976744186046,0.8663429054054054,0.6796628029504742,0.7755930754434708,0.8281684120538577,0.8211365066051584,0.011968369309681556
